Primer_name,Plate,Pool
OG0003738primerGroup5,1,1
OG0003726primerGroup2,1,1
OG0000329primerGroup6,1,1
OG0000338primerGroup4,1,1
OG0000360primerGroup4,1,1
OG0003682primerGroup9,1,1
OG0003657primerGroup0,1,1
OG0003648primerGroup0,1,1
OG0000406primerGroup1,1,1
OG0003615primerGroup9,1,1
OG0003602primerGroup5,1,1
OG0000444primerGroup9,1,1
OG0000459primerGroup4,1,1
OG0003567primerGroup9,1,1
OG0000493primerGroup9,1,1
OG0003535primerGroup5,1,1
OG0000521primerGroup2,1,1
OG0003506primerGroup9,1,1
OG0000550primerGroup8,1,1
OG0003404primerGroup7,1,1
OG0003371primerGroup6,1,1
OG0003346primerGroup5,1,1
OG0003320primerGroup1,1,1
OG0003292primerGroup0,1,1
OG0003264primerGroup9,1,1
OG0003238primerGroup7,1,1
OG0003212primerGroup2,1,1
OG0000893primerGroup5,1,1
OG0003176primerGroup1,1,1
OG0003150primerGroup0,1,1
OG0003133primerGroup3,1,1
OG0000968primerGroup1,1,1
OG0003108primerGroup6,1,1
OG0001003primerGroup5,1,1
OG0001017primerGroup2,1,1
OG0003066primerGroup0,1,1
OG0001045primerGroup8,1,1
OG0001061primerGroup6,1,1
OG0001076primerGroup0,1,1
OG0003028primerGroup0,1,1
OG0001100primerGroup3,1,1
OG0001116primerGroup3,1,1
OG0002992primerGroup9,1,1
OG0002979primerGroup7,1,1
OG0001150primerGroup0,1,1
OG0001167primerGroup4,1,1
OG0001177primerGroup0,1,1
OG0002924primerGroup3,1,1
OG0001208primerGroup7,1,1
OG0002894primerGroup5,1,1
OG0001397primerGroup8,1,1
OG0002747primerGroup1,1,1
OG0002733primerGroup3,1,1
OG0002713primerGroup1,1,1
OG0001438primerGroup2,1,1
OG0002682primerGroup2,1,1
OG0001465primerGroup3,1,1
OG0001483primerGroup3,1,1
OG0001494primerGroup2,1,1
OG0001511primerGroup0,1,1
OG0001524primerGroup2,1,1
OG0002608primerGroup5,1,1
OG0001538primerGroup3,1,1
OG0002577primerGroup6,1,1
OG0002561primerGroup2,1,1
OG0001577primerGroup5,1,1
OG0001588primerGroup4,1,1
OG0002523primerGroup2,1,1
OG0002511primerGroup9,1,1
OG0001627primerGroup7,1,1
OG0002473primerGroup4,1,1
OG0001643primerGroup0,1,1
OG0001656primerGroup4,1,1
OG0002425primerGroup9,1,1
OG0001679primerGroup1,1,1
OG0001692primerGroup0,1,1
OG0002388primerGroup1,1,1
OG0001723primerGroup2,1,1
OG0001735primerGroup9,1,1
OG0001747primerGroup1,1,1
OG0002337primerGroup0,1,1
OG0002320primerGroup6,1,1
OG0002307primerGroup2,1,1
OG0001794primerGroup4,1,1
OG0001805primerGroup6,1,1
OG0001819primerGroup5,1,1
OG0002255primerGroup1,1,1
OG0001845primerGroup0,1,1
OG0001859primerGroup6,1,1
OG0002224primerGroup1,1,1
OG0001894primerGroup9,1,1
OG0001906primerGroup0,1,1
OG0002192primerGroup9,1,1
OG0002179primerGroup1,1,1
OG0001946primerGroup8,1,1
OG0002153primerGroup0,1,1
OG0001976primerGroup0,2,1
OG0002132primerGroup5,2,1
OG0002118primerGroup1,2,1
OG0002010primerGroup7,2,1
OG0002088primerGroup0,2,1
OG0002036primerGroup5,2,1
OG0002052primerGroup0,2,1
OG0003737primerGroup3,3,2
OG0000319primerGroup2,3,2
OG0003712primerGroup9,3,2
OG0003697primerGroup0,3,2
OG0003692primerGroup5,3,2
OG0000375primerGroup2,3,2
OG0000378primerGroup0,3,2
OG0000393primerGroup5,3,2
OG0000407primerGroup4,3,2
OG0003614primerGroup4,3,2
OG0003601primerGroup1,3,2
OG0000445primerGroup5,3,2
OG0003569primerGroup8,3,2
OG0000482primerGroup0,3,2
OG0003550primerGroup3,3,2
OG0003532primerGroup2,3,2
OG0003520primerGroup3,3,2
OG0000541primerGroup9,3,2
OG0003491primerGroup5,3,2
OG0003403primerGroup5,3,2
OG0003370primerGroup3,3,2
OG0003345primerGroup9,3,2
OG0003318primerGroup5,3,2
OG0003291primerGroup0,3,2
OG0003263primerGroup8,3,2
OG0003237primerGroup7,3,2
OG0003211primerGroup2,3,2
OG0000894primerGroup1,3,2
OG0003175primerGroup4,3,2
OG0000939primerGroup1,3,2
OG0000955primerGroup3,3,2
OG0000969primerGroup0,3,2
OG0003107primerGroup4,3,2
OG0001004primerGroup8,3,2
OG0003080primerGroup1,3,2
OG0003065primerGroup1,3,2
OG0001046primerGroup7,3,2
OG0003048primerGroup1,3,2
OG0001077primerGroup5,3,2
OG0003027primerGroup0,3,2
OG0001101primerGroup3,3,2
OG0001117primerGroup4,3,2
OG0002991primerGroup0,3,2
OG0001144primerGroup1,3,2
OG0002960primerGroup7,3,2
OG0002951primerGroup1,3,2
OG0001178primerGroup2,3,2
OG0002923primerGroup3,3,2
OG0001209primerGroup5,3,2
OG0002893primerGroup5,3,2
OG0002759primerGroup2,3,2
OG0001414primerGroup0,3,2
OG0001425primerGroup1,3,2
OG0001430primerGroup4,3,2
OG0001439primerGroup1,3,2
OG0002681primerGroup7,3,2
OG0001466primerGroup7,3,2
OG0002661primerGroup6,3,2
OG0002648primerGroup8,3,2
OG0001512primerGroup9,3,2
OG0002627primerGroup0,3,2
OG0002607primerGroup5,3,2
OG0002586primerGroup4,3,2
OG0002576primerGroup5,3,2
OG0002560primerGroup9,3,2
OG0002548primerGroup4,3,2
OG0001589primerGroup8,3,2
OG0001601primerGroup3,3,2
OG0001618primerGroup0,3,2
OG0002496primerGroup1,3,2
OG0002472primerGroup4,3,2
OG0002453primerGroup6,3,2
OG0002441primerGroup3,3,2
OG0001668primerGroup6,3,2
OG0002411primerGroup7,3,2
OG0002398primerGroup9,3,2
OG0001706primerGroup0,3,2
OG0002381primerGroup9,3,2
OG0002367primerGroup0,3,2
OG0002352primerGroup4,3,2
OG0002336primerGroup5,3,2
OG0001769primerGroup9,3,2
OG0002306primerGroup1,3,2
OG0002292primerGroup0,3,2
OG0002278primerGroup6,3,2
OG0002268primerGroup7,3,2
OG0001830primerGroup0,3,2
OG0001847primerGroup0,3,2
OG0001860primerGroup0,3,2
OG0002223primerGroup1,3,2
OG0002217primerGroup1,3,2
OG0002205primerGroup1,3,2
OG0001920primerGroup6,3,2
OG0002178primerGroup0,3,2
OG0002165primerGroup7,3,2
OG0001959primerGroup1,3,2
OG0001977primerGroup0,4,2
OG0001990primerGroup2,4,2
OG0002117primerGroup7,4,2
OG0002011primerGroup0,4,2
OG0002022primerGroup8,4,2
OG0002074primerGroup3,4,2
OG0002064primerGroup3,4,2
OG0003736primerGroup9,5,3
OG0000320primerGroup6,5,3
OG0003711primerGroup7,5,3
OG0000340primerGroup8,5,3
OG0000361primerGroup4,5,3
OG0003681primerGroup4,5,3
OG0000379primerGroup2,5,3
OG0000394primerGroup0,5,3
OG0000408primerGroup2,5,3
OG0000421primerGroup0,5,3
OG0003600primerGroup6,5,3
OG0003581primerGroup8,5,3
OG0000460primerGroup5,5,3
OG0003566primerGroup0,5,3
OG0000494primerGroup9,5,3
OG0000507primerGroup7,5,3
OG0003519primerGroup1,5,3
OG0003505primerGroup0,5,3
OG0000551primerGroup2,5,3
OG0003400primerGroup0,5,3
OG0003369primerGroup3,5,3
OG0003344primerGroup6,5,3
OG0003317primerGroup9,5,3
OG0003290primerGroup9,5,3
OG0003262primerGroup0,5,3
OG0003236primerGroup5,5,3
OG0003210primerGroup4,5,3
OG0003195primerGroup2,5,3
OG0003174primerGroup0,5,3
OG0000940primerGroup4,5,3
OG0003132primerGroup8,5,3
OG0000970primerGroup3,5,3
OG0003106primerGroup0,5,3
OG0003091primerGroup3,5,3
OG0003079primerGroup5,5,3
OG0001028primerGroup6,5,3
OG0001047primerGroup8,5,3
OG0001062primerGroup5,5,3
OG0001078primerGroup5,5,3
OG0003026primerGroup0,5,3
OG0001103primerGroup8,5,3
OG0001118primerGroup0,5,3
OG0001131primerGroup0,5,3
OG0002978primerGroup2,5,3
OG0001152primerGroup5,5,3
OG0001168primerGroup5,5,3
OG0001179primerGroup1,5,3
OG0001194primerGroup2,5,3
OG0002911primerGroup7,5,3
OG0002892primerGroup0,5,3
OG0001398primerGroup7,5,3
OG0002746primerGroup0,5,3
OG0002732primerGroup4,5,3
OG0002712primerGroup6,5,3
OG0002694primerGroup8,5,3
OG0001455primerGroup1,5,3
OG0001467primerGroup3,5,3
OG0001484primerGroup6,5,3
OG0001495primerGroup9,5,3
OG0002640primerGroup3,5,3
OG0001525primerGroup1,5,3
OG0002605primerGroup6,5,3
OG0002585primerGroup9,5,3
OG0001556primerGroup5,5,3
OG0002559primerGroup6,5,3
OG0002547primerGroup0,5,3
OG0002535primerGroup2,5,3
OG0001602primerGroup0,5,3
OG0002510primerGroup8,5,3
OG0002495primerGroup6,5,3
OG0002471primerGroup7,5,3
OG0002452primerGroup0,5,3
OG0001657primerGroup2,5,3
OG0002424primerGroup0,5,3
OG0002410primerGroup0,5,3
OG0002397primerGroup0,5,3
OG0001707primerGroup0,5,3
OG0001724primerGroup3,5,3
OG0002366primerGroup0,5,3
OG0002351primerGroup4,5,3
OG0001760primerGroup0,5,3
OG0002319primerGroup9,5,3
OG0001785primerGroup7,5,3
OG0001795primerGroup5,5,3
OG0001806primerGroup7,5,3
OG0001820primerGroup8,5,3
OG0001831primerGroup0,5,3
OG0001848primerGroup0,5,3
OG0002234primerGroup0,5,3
OG0001875primerGroup1,5,3
OG0001895primerGroup9,5,3
OG0002204primerGroup3,5,3
OG0002191primerGroup7,5,3
OG0001934primerGroup8,5,3
OG0001947primerGroup5,5,3
OG0002152primerGroup3,5,3
OG0002145primerGroup7,6,3
OG0002131primerGroup4,6,3
OG0002116primerGroup0,6,3
OG0002012primerGroup2,6,3
OG0002087primerGroup1,6,3
OG0002037primerGroup1,6,3
OG0002053primerGroup9,6,3
OG0003735primerGroup0,7,4
OG0003725primerGroup6,7,4
OG0000330primerGroup2,7,4
OG0003696primerGroup0,7,4
OG0000362primerGroup2,7,4
OG0003680primerGroup4,7,4
OG0000380primerGroup1,7,4
OG0000395primerGroup0,7,4
OG0000409primerGroup5,7,4
OG0003613primerGroup0,7,4
OG0003599primerGroup5,7,4
OG0000446primerGroup2,7,4
OG0000461primerGroup0,7,4
OG0000483primerGroup1,7,4
OG0003549primerGroup1,7,4
OG0003531primerGroup7,7,4
OG0003518primerGroup3,7,4
OG0000542primerGroup4,7,4
OG0003490primerGroup3,7,4
OG0003397primerGroup8,7,4
OG0003368primerGroup5,7,4
OG0003342primerGroup6,7,4
OG0003316primerGroup7,7,4
OG0003289primerGroup8,7,4
OG0003261primerGroup1,7,4
OG0003235primerGroup0,7,4
OG0003209primerGroup1,7,4
OG0000895primerGroup0,7,4
OG0003172primerGroup0,7,4
OG0000941primerGroup2,7,4
OG0000956primerGroup4,7,4
OG0003118primerGroup0,7,4
OG0000990primerGroup8,7,4
OG0003090primerGroup0,7,4
OG0001018primerGroup1,7,4
OG0003064primerGroup0,7,4
OG0001048primerGroup0,7,4
OG0003047primerGroup4,7,4
OG0003038primerGroup7,7,4
OG0003025primerGroup8,7,4
OG0001104primerGroup0,7,4
OG0003003primerGroup9,7,4
OG0001132primerGroup0,7,4
OG0001145primerGroup1,7,4
OG0001153primerGroup3,7,4
OG0002950primerGroup2,7,4
OG0002934primerGroup9,7,4
OG0002922primerGroup0,7,4
OG0001210primerGroup0,7,4
OG0002891primerGroup1,7,4
OG0001400primerGroup1,7,4
OG0001415primerGroup2,7,4
OG0001426primerGroup7,7,4
OG0002711primerGroup6,7,4
OG0002693primerGroup6,7,4
OG0002680primerGroup8,7,4
OG0001468primerGroup2,7,4
OG0002660primerGroup2,7,4
OG0001496primerGroup8,7,4
OG0001513primerGroup9,7,4
OG0002626primerGroup1,7,4
OG0002604primerGroup3,7,4
OG0002584primerGroup3,7,4
OG0002575primerGroup1,7,4
OG0001564primerGroup0,7,4
OG0001578primerGroup9,7,4
OG0001590primerGroup3,7,4
OG0002521primerGroup0,7,4
OG0001619primerGroup3,7,4
OG0002494primerGroup4,7,4
OG0002470primerGroup3,7,4
OG0001644primerGroup5,7,4
OG0002440primerGroup4,7,4
OG0002423primerGroup4,7,4
OG0001681primerGroup7,7,4
OG0002396primerGroup3,7,4
OG0001708primerGroup3,7,4
OG0002380primerGroup0,7,4
OG0002365primerGroup3,7,4
OG0001748primerGroup1,7,4
OG0002335primerGroup3,7,4
OG0001770primerGroup1,7,4
OG0002305primerGroup2,7,4
OG0002291primerGroup5,7,4
OG0002277primerGroup6,7,4
OG0002267primerGroup0,7,4
OG0001832primerGroup7,7,4
OG0002245primerGroup9,7,4
OG0001861primerGroup9,7,4
OG0002222primerGroup6,7,4
OG0001896primerGroup2,7,4
OG0002203primerGroup6,7,4
OG0002190primerGroup2,7,4
OG0002177primerGroup0,7,4
OG0002164primerGroup4,7,4
OG0001960primerGroup0,7,4
OG0002144primerGroup6,8,4
OG0002130primerGroup2,8,4
OG0002115primerGroup1,8,4
OG0002102primerGroup5,8,4
OG0002023primerGroup0,8,4
OG0002073primerGroup4,8,4
OG0002063primerGroup2,8,4
OG0003734primerGroup4,9,5
OG0003724primerGroup6,9,5
OG0003710primerGroup0,9,5
OG0003695primerGroup0,9,5
OG0003691primerGroup7,9,5
OG0000376primerGroup0,9,5
OG0003656primerGroup8,9,5
OG0003646primerGroup0,9,5
OG0003630primerGroup0,9,5
OG0000422primerGroup3,9,5
OG0000434primerGroup3,9,5
OG0000447primerGroup6,9,5
OG0000462primerGroup0,9,5
OG0003565primerGroup0,9,5
OG0000495primerGroup6,9,5
OG0000508primerGroup0,9,5
OG0000526primerGroup5,9,5
OG0003504primerGroup5,9,5
OG0000552primerGroup0,9,5
OG0003393primerGroup6,9,5
OG0003367primerGroup1,9,5
OG0003341primerGroup1,9,5
OG0003315primerGroup8,9,5
OG0003288primerGroup5,9,5
OG0003260primerGroup3,9,5
OG0003234primerGroup0,9,5
OG0003208primerGroup0,9,5
OG0000896primerGroup1,9,5
OG0003171primerGroup7,9,5
OG0003147primerGroup4,9,5
OG0003131primerGroup1,9,5
OG0000971primerGroup9,9,5
OG0003105primerGroup5,9,5
OG0001005primerGroup6,9,5
OG0001019primerGroup1,9,5
OG0003063primerGroup0,9,5
OG0001049primerGroup7,9,5
OG0001063primerGroup4,9,5
OG0003037primerGroup4,9,5
OG0001090primerGroup0,9,5
OG0003014primerGroup0,9,5
OG0001120primerGroup2,9,5
OG0001133primerGroup6,9,5
OG0002977primerGroup1,9,5
OG0001154primerGroup0,9,5
OG0001169primerGroup0,9,5
OG0001180primerGroup0,9,5
OG0001195primerGroup0,9,5
OG0002909primerGroup0,9,5
OG0002890primerGroup8,9,5
OG0001401primerGroup5,9,5
OG0002745primerGroup5,9,5
OG0002731primerGroup7,9,5
OG0002710primerGroup3,9,5
OG0001440primerGroup0,9,5
OG0002679primerGroup2,9,5
OG0002668primerGroup4,9,5
OG0001485primerGroup9,9,5
OG0002647primerGroup5,9,5
OG0002639primerGroup5,9,5
OG0001526primerGroup3,9,5
OG0002603primerGroup2,9,5
OG0001539primerGroup5,9,5
OG0001557primerGroup1,9,5
OG0002558primerGroup0,9,5
OG0002546primerGroup1,9,5
OG0002534primerGroup3,9,5
OG0001604primerGroup0,9,5
OG0002509primerGroup1,9,5
OG0001628primerGroup0,9,5
OG0002469primerGroup2,9,5
OG0002451primerGroup0,9,5
OG0002439primerGroup2,9,5
OG0001669primerGroup2,9,5
OG0001682primerGroup7,9,5
OG0001693primerGroup1,9,5
OG0001709primerGroup4,9,5
OG0002379primerGroup7,9,5
OG0001736primerGroup3,9,5
OG0001749primerGroup0,9,5
OG0002334primerGroup3,9,5
OG0002318primerGroup7,9,5
OG0002304primerGroup2,9,5
OG0002290primerGroup6,9,5
OG0001807primerGroup0,9,5
OG0002266primerGroup2,9,5
OG0002254primerGroup6,9,5
OG0002244primerGroup0,9,5
OG0001862primerGroup7,9,5
OG0002221primerGroup0,9,5
OG0002216primerGroup5,9,5
OG0001909primerGroup2,9,5
OG0001921primerGroup5,9,5
OG0002176primerGroup0,9,5
OG0001948primerGroup7,9,5
OG0001962primerGroup0,9,5
OG0001978primerGroup0,10,5
OG0001991primerGroup9,10,5
OG0002001primerGroup2,10,5
OG0002013primerGroup7,10,5
OG0002086primerGroup0,10,5
OG0002038primerGroup9,10,5
OG0002054primerGroup2,10,5
OG0000294primerGroup8,11,6
OG0003723primerGroup1,11,6
OG0003709primerGroup5,11,6
OG0000341primerGroup1,11,6
OG0000363primerGroup0,11,6
OG0000377primerGroup0,11,6
OG0003655primerGroup4,11,6
OG0000396primerGroup9,11,6
OG0003629primerGroup0,11,6
OG0003612primerGroup1,11,6
OG0000435primerGroup1,11,6
OG0003580primerGroup0,11,6
OG0000463primerGroup7,11,6
OG0003564primerGroup8,11,6
OG0000496primerGroup4,11,6
OG0003530primerGroup3,11,6
OG0003517primerGroup0,11,6
OG0000543primerGroup5,11,6
OG0003489primerGroup5,11,6
OG0003390primerGroup8,11,6
OG0003366primerGroup5,11,6
OG0003340primerGroup2,11,6
OG0003314primerGroup6,11,6
OG0003287primerGroup4,11,6
OG0003259primerGroup2,11,6
OG0003233primerGroup5,11,6
OG0003207primerGroup6,11,6
OG0000897primerGroup0,11,6
OG0003170primerGroup8,11,6
OG0003146primerGroup4,11,6
OG0003130primerGroup6,11,6
